 2905.43490154   0.99786048  0.00403494 
 2905.43558274   0.99848713  0.00403494 
 2905.43762614   0.99560072  0.00403494 
 2905.43830714   1.00001328  0.00403494 
 2905.43898824   0.99732791  0.00403494 
 2905.43966944   0.99733723  0.00403494 
 2905.44035054   1.00234652  0.00403494 
 2905.44103164   1.00166849  0.00403494 
 2905.44171284   0.99872409  0.00403494 
 2905.44239394   0.99653153  0.00403494 
 2905.44307504   1.00144027  0.00403494 
 2905.44375604   1.00025030  0.00403494 
 2905.44443724   1.00141069  0.00403494 
 2905.44511834   1.00122226  0.00403494 
 2905.44579944   0.99887160  0.00403494 
 2905.44648064   1.00025180  0.00403494 
 2905.44716174   1.00522489  0.00403494 
 2905.44784284   0.99929811  0.00403494 
 2905.44852404   0.99831394  0.00403494 
 2905.44920504   0.99999184  0.00403494 
 2905.44988614   0.99996691  0.00403494 
 2905.45056734   0.99829730  0.00403494 
 2905.45124844   1.00388141  0.00403494 
 2905.45192954   0.99938111  0.00403494 
 2905.45261074   1.00363604  0.00403494 
 2905.45329184   1.00165302  0.00403494 
 2905.45397304   1.00280304  0.00403494 
 2905.45465414   1.00153446  0.00403494 
 2905.45533514   0.99743026  0.00403494 
 2905.45601624   1.00362581  0.00403494 
 2905.45669744   1.00095171  0.00403494 
 2905.45737854   0.99865617  0.00403494 
 2905.45805974   1.00081090  0.00403494 
 2905.45874084   0.99708945  0.00403494 
 2905.45942194   1.00202705  0.00403494 
 2905.46010314   0.99851360  0.00403494 
 2905.46078414   0.99994709  0.00403494 
 2905.46146524   1.00028978  0.00403494 
 2905.46214634   0.99881607  0.00403494 
 2905.46282754   1.00143818  0.00403494 
 2905.46350864   1.00272459  0.00403494 
 2905.46418974   1.00222748  0.00403494 
 2905.46623304   1.00170639  0.00403494 
 2905.46691424   1.00126407  0.00403494 
 2905.46759534   1.00173116  0.00403494 
 2905.46827644   0.99665810  0.00403494 
 2905.46895764   1.00098998  0.00403494 
 2905.46963874   1.00109524  0.00403494 
 2905.47168204   1.00436720  0.00403494 
 2905.47236314   1.00025427  0.00403494 
 2905.47304424   1.00247376  0.00403494 
 2905.47372544   1.00182637  0.00403494 
 2905.47440654   1.00131572  0.00403494 
 2905.47508764   0.99993931  0.00403494 
 2905.47576884   1.00434501  0.00403494 
 2905.47781204   1.00455006  0.00403494 
 2905.47849324   0.99988736  0.00403494 
 2905.47917434   0.99828464  0.00403494 
 2905.47985554   1.00127598  0.00403494 
 2905.48053664   1.00025353  0.00403494 
 2905.48121784   1.00179051  0.00403494 
 2905.48189894   1.00386413  0.00403494 
 2905.48530444   1.00488580  0.00403494 
 2905.48598564   1.00130236  0.00403494 
 2905.48666674   0.99976632  0.00403494 
 2905.48734794   0.99806331  0.00403494 
 2905.48802904   0.99911603  0.00403494 
 2905.48871004   1.00052739  0.00403494 
 2905.48939114   1.00205598  0.00403494 
 2905.49007234   1.00321104  0.00403494 
 2905.49075344   1.00460600  0.00403494 
 2905.49143454   1.00248032  0.00403494 
 2905.49211574   0.99935315  0.00403494 
 2905.49279684   0.99960207  0.00403494 
 2905.49484014   1.00759109  0.00403494 
 2905.49552124   1.00411756  0.00403494 
 2905.49620234   1.00374624  0.00403494 
 2905.49688354   1.00459887  0.00403494 
 2905.49756464   1.00307010  0.00403494 
 2905.49824574   1.00417795  0.00403494 
 2905.50028904   1.00326443  0.00403494 
 2905.50097024   1.00130632  0.00403494 
 2905.50165134   1.00414909  0.00403494 
 2905.50233244   1.00318887  0.00403494 
 2905.50301364   1.00658786  0.00403494 
 2905.50369474   1.00130065  0.00403494 
 2905.50437584   1.00347226  0.00403494 
 2905.50505704   1.00677554  0.00403494 
 2905.50573804   0.99964281  0.00403494 
 2905.50641914   1.00307679  0.00403494 
 2905.50846254   1.00214447  0.00403494 
 2905.50914374   1.00398300  0.00403494 
 2905.50982484   1.00149712  0.00403494 
 2905.51050594   1.00185496  0.00403494 
 2905.51118694   1.00146195  0.00403494 
 2905.51186814   1.00449603  0.00403494 
 2905.51254924   1.00002370  0.00403494 
 2905.51323044   1.00087925  0.00403494 
 2905.51391154   1.00084639  0.00403494 
 2905.51459264   0.99946215  0.00403494 
 2905.51527384   1.00580635  0.00403494 
 2905.51595494   1.00047805  0.00403494 
 2905.51799824   0.99869395  0.00403494 
 2905.51867934   1.00520492  0.00403494 
 2905.51936054   1.00311991  0.00403494 
 2905.52004164   1.00119933  0.00403494 
 2905.52072274   1.00054985  0.00403494 
 2905.52140384   1.00687321  0.00403494 
 2905.52208494   1.00354321  0.00403494 
 2905.52276604   1.00293919  0.00403494 
 2905.52344714   1.00134055  0.00403494 
 2905.52412834   1.00372004  0.00403494 
 2905.52480944   1.00223277  0.00403494 
 2905.52549054   1.00456911  0.00403494 
 2905.52617174   1.00462304  0.00403494 
 2905.52685284   1.00307723  0.00403494 
 2905.52753394   1.00308010  0.00403494 
 2905.52957724   0.99606589  0.00403494 
 2905.53025834   1.00462549  0.00403494 
 2905.53093954   1.00369950  0.00403494 
 2905.53298294   1.00206252  0.00403494 
 2905.53366394   0.99971687  0.00403494 
 2905.53570734   1.00452014  0.00403494 
 2905.53638844   1.00149573  0.00403494 
 2905.53706964   0.99836103  0.00403494 
 2905.53775074   1.00427846  0.00403494 
 2905.53843194   1.00389826  0.00403494 
 2905.53911294   0.99942591  0.00403494 
 2905.53979404   1.00167859  0.00403494 
 2905.54047514   1.00065448  0.00403494 
 2905.54115634   1.00358973  0.00403494 
 2905.54183744   1.00087106  0.00403494 
 2905.54251864   0.99920110  0.00403494 
 2905.54319974   0.99997678  0.00403494 
 2905.54388084   1.00641633  0.00403494 
 2905.54456184   1.00546518  0.00403494 
 2905.54660534   1.00138876  0.00403494 
 2905.54728644   1.00362970  0.00403494 
 2905.54796754   0.99889382  0.00403494 
 2905.55205424   0.99638792  0.00403494 
 2905.55273534   0.99556581  0.00403494 
 2905.55341654   0.99374517  0.00403494 
 2905.55409764   0.99720638  0.00403494 
 2905.55477874   0.99630481  0.00403494 
 2905.55545984   0.99802541  0.00403494 
 2905.55614094   0.99807618  0.00403494 
 2905.55682204   0.99837794  0.00403494 
 2905.55750314   0.99795220  0.00403494 
 2905.55818434   0.99482493  0.00403494 
 2905.55886544   0.99750706  0.00403494 
 2905.55954654   0.99457176  0.00403494 
 2905.56022774   0.99838963  0.00403494 
 2905.56090884   0.99291333  0.00403494 
 2905.56158984   0.99770019  0.00403494 
 2905.56227104   0.99565240  0.00403494 
 2905.56295214   0.99835541  0.00403494 
 2905.56363324   0.99855373  0.00403494 
 2905.56431444   0.99735443  0.00403494 
 2905.56499554   0.99834327  0.00403494 
 2905.56567674   0.99471445  0.00403494 
 2905.56635784   0.99964898  0.00403494 
 2905.56703884   1.00521717  0.00403494 
 2905.56771994   0.99814693  0.00403494 
 2905.56840114   0.99974784  0.00403494 
 2905.56908224   0.99970459  0.00403494 
 2905.56976334   1.00168010  0.00403494 
 2905.57044454   0.99650454  0.00403494 
 2905.57112564   0.99625459  0.00403494 
 2905.57180684   0.99612219  0.00403494 
 2905.57248794   1.00067318  0.00403494 
